InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalSales,Month
374035,SKU_1173,Blue Pen,26,2023-09-09 23:00:00,88.27,83737.0,Germany,0.09,paypall,11.52,Accessories,Online,Not Returned,FedEx,Amsterdam,High,2295.02,9
848658,SKU_1617,Notebook,21,2023-09-10 00:00:00,76.26,45247.0,United States,0.42,Bank Transfer,25.3,Accessories,Online,Not Returned,DHL,Amsterdam,Low,1601.46,9
434275,SKU_1319,Backpack,1,2023-09-10 01:00:00,23.77,77487.0,Belgium,0.15,Bank Transfer,14.95,Furniture,In-store,Not Returned,DHL,London,Low,23.77,9
424237,SKU_1031,T-shirt,32,2023-09-10 02:00:00,7.87,14820.0,Norway,0.23,Credit Card,17.86,Furniture,In-store,Not Returned,DHL,Rome,Low,251.84,9
805654,SKU_1948,Blue Pen,27,2023-09-10 03:00:00,90.89,69408.0,France,0.36,paypall,12.95,Furniture,Online,Returned,DHL,London,High,2454.03,9
604924,SKU_1918,T-shirt,20,2023-09-10 04:00:00,93.4,55728.0,Australia,0.33,paypall,7.58,Apparel,Online,Not Returned,UPS,Rome,High,1868.0,9
652845,SKU_1291,Wireless Mouse,44,2023-09-10 05:00:00,15.79,39816.0,Australia,0.28,paypall,11.77,Apparel,Online,Not Returned,UPS,Berlin,High,694.76,9
347368,SKU_1521,Backpack,28,2023-09-10 06:00:00,80.9,46603.0,United Kingdom,0.33,Credit Card,8.36,Furniture,Online,Not Returned,DHL,Berlin,Medium,2265.2000000000003,9
997561,SKU_1314,Notebook,11,2023-09-10 07:00:00,5.11,,France,0.28,paypall,20.63,Electronics,Online,Not Returned,DHL,,Medium,56.21,9
580688,SKU_1613,Desk Lamp,1,2023-09-10 08:00:00,52.46,87328.0,United Kingdom,0.33,Credit Card,24.64,Electronics,In-store,Not Returned,DHL,Berlin,High,52.46,9
445961,SKU_1629,Notebook,37,2023-09-10 09:00:00,58.74,92592.0,United States,0.24,Credit Card,17.86,Stationery,Online,Not Returned,FedEx,Paris,High,2173.38,9
364336,SKU_1668,Backpack,47,2023-09-10 10:00:00,61.27,69933.0,United States,0.41,Credit Card,17.78,Accessories,In-store,Not Returned,FedEx,Berlin,Low,2879.69,9
276104,SKU_1266,Backpack,9,2023-09-10 11:00:00,91.81,24003.0,Germany,0.22,Bank Transfer,9.2,Accessories,Online,Not Returned,DHL,Paris,Medium,826.29,9
592611,SKU_1421,Wireless Mouse,13,2023-09-10 12:00:00,81.19,28457.0,Germany,0.29,paypall,8.19,Apparel,In-store,Not Returned,UPS,Paris,Low,1055.47,9
805211,SKU_1244,Wall Clock,46,2023-09-10 13:00:00,40.56,,Netherlands,0.05,Credit Card,19.34,Furniture,In-store,Not Returned,DHL,,Medium,1865.7600000000002,9
536077,SKU_1590,USB Cable,45,2023-09-10 14:00:00,51.16,93497.0,France,0.17,Bank Transfer,7.4,Furniture,In-store,Not Returned,DHL,Paris,Medium,2302.2,9
921378,SKU_1671,White Mug,20,2023-09-10 15:00:00,61.9,22924.0,Portugal,0.31,Bank Transfer,20.93,Furniture,In-store,Not Returned,FedEx,Rome,Low,1238.0,9
674172,SKU_1090,USB Cable,42,2023-09-10 16:00:00,88.82,91646.0,Germany,0.29,paypall,21.42,Electronics,Online,Not Returned,FedEx,Paris,High,3730.4399999999996,9
932792,SKU_1869,Notebook,29,2023-09-10 17:00:00,12.72,40271.0,Sweden,0.31,Bank Transfer,16.07,Electronics,In-store,Not Returned,UPS,Amsterdam,High,368.88,9
425396,SKU_1435,Headphones,19,2023-09-10 18:00:00,20.28,99326.0,France,0.06,Credit Card,7.82,Apparel,Online,Not Returned,Royal Mail,London,Medium,385.32000000000005,9
853205,SKU_1640,USB Cable,35,2023-09-10 19:00:00,14.0,81852.0,Netherlands,0.3,Credit Card,19.56,Furniture,Online,Not Returned,FedEx,Rome,Medium,490.0,9
665760,SKU_1488,Backpack,41,2023-09-10 20:00:00,18.29,89415.0,United States,0.13,Bank Transfer,10.35,Electronics,In-store,Not Returned,Royal Mail,London,Medium,749.89,9
659743,SKU_1013,Notebook,8,2023-09-10 21:00:00,70.85,45239.0,France,0.21,paypall,26.05,Electronics,Online,Not Returned,Royal Mail,London,Low,566.8,9
652960,SKU_1898,Wireless Mouse,31,2023-09-10 22:00:00,40.17,29413.0,Norway,0.28,Bank Transfer,20.23,Apparel,In-store,Not Returned,UPS,Rome,High,1245.27,9
628044,SKU_1285,Blue Pen,21,2023-09-10 23:00:00,68.52,66796.0,France,0.11,Bank Transfer,20.49,Electronics,Online,Not Returned,FedEx,Amsterdam,Low,1438.9199999999998,9
335437,SKU_1670,White Mug,35,2023-09-11 00:00:00,39.49,42536.0,Italy,0.49,Bank Transfer,25.81,Furniture,In-store,Not Returned,FedEx,London,High,1382.15,9
993359,SKU_1640,Office Chair,13,2023-09-11 01:00:00,76.75,67071.0,Portugal,0.07,Bank Transfer,20.46,Accessories,In-store,Not Returned,Royal Mail,London,Medium,997.75,9
319526,SKU_1685,USB Cable,42,2023-09-11 02:00:00,68.97,62159.0,Netherlands,0.03,Bank Transfer,6.4,Stationery,Online,Not Returned,Royal Mail,Rome,Low,2896.74,9
694318,SKU_1397,Office Chair,24,2023-09-11 03:00:00,10.76,54968.0,Italy,0.48,Bank Transfer,22.87,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,258.24,9
682439,SKU_1931,Desk Lamp,44,2023-09-11 04:00:00,28.34,90155.0,United States,0.46,paypall,8.59,Furniture,In-store,Not Returned,DHL,Paris,Medium,1246.96,9
658335,SKU_1685,White Mug,36,2023-09-11 05:00:00,44.44,53155.0,United States,0.33,Bank Transfer,8.87,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,1599.84,9
293463,SKU_1950,Blue Pen,16,2023-09-11 06:00:00,61.95,99986.0,Spain,0.14,Bank Transfer,23.62,Stationery,Online,Not Returned,Royal Mail,Paris,Medium,991.2,9
367308,SKU_1931,USB Cable,37,2023-09-11 07:00:00,57.8,32303.0,United Kingdom,0.32,paypall,23.03,Furniture,Online,Not Returned,DHL,London,Medium,2138.6,9
395766,SKU_1426,White Mug,9,2023-09-11 08:00:00,43.02,62593.0,France,0.45,paypall,7.35,Accessories,Online,Not Returned,Royal Mail,Berlin,High,387.18,9
922412,SKU_1360,Wireless Mouse,39,2023-09-11 09:00:00,15.27,41091.0,Belgium,0.27,paypall,22.17,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium,595.53,9
708976,SKU_1042,Blue Pen,46,2023-09-11 10:00:00,46.36,83524.0,France,0.17,Bank Transfer,10.15,Electronics,In-store,Not Returned,Royal Mail,Rome,Low,2132.56,9
778972,SKU_1910,White Mug,-10,2023-09-11 11:00:00,97.89,,Sweden,0.19,paypall,,Furniture,In-store,Not Returned,Royal Mail,,High,-978.9,9
178066,SKU_1293,Wall Clock,10,2023-09-11 12:00:00,38.58,65753.0,Netherlands,0.4,paypall,28.72,Apparel,Online,Not Returned,FedEx,Paris,Low,385.79999999999995,9
299948,SKU_1344,Wireless Mouse,27,2023-09-11 13:00:00,90.64,94148.0,United States,0.06,Credit Card,20.15,Furniture,Online,Returned,DHL,Rome,Low,2447.28,9
291644,SKU_1811,USB Cable,32,2023-09-11 14:00:00,46.87,97165.0,Belgium,0.15,paypall,7.4,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,1499.84,9
450804,SKU_1620,Blue Pen,10,2023-09-11 15:00:00,3.34,94397.0,Italy,0.43,Bank Transfer,18.24,Apparel,Online,Not Returned,DHL,Rome,Low,33.4,9
208115,SKU_1241,Office Chair,49,2023-09-11 16:00:00,80.66,80070.0,Italy,0.43,Bank Transfer,27.81,Electronics,Online,Returned,DHL,Rome,Low,3952.3399999999997,9
657331,SKU_1054,Wall Clock,12,2023-09-11 17:00:00,45.4,,Belgium,0.06,Bank Transfer,28.57,Electronics,Online,Not Returned,FedEx,,Medium,544.8,9
746174,SKU_1566,Notebook,41,2023-09-11 18:00:00,92.67,61783.0,Netherlands,0.15,paypall,25.71,Electronics,Online,Not Returned,UPS,Rome,High,3799.4700000000003,9
702119,SKU_1845,Wall Clock,44,2023-09-11 19:00:00,68.47,53287.0,Australia,0.12,Credit Card,29.97,Electronics,Online,Not Returned,UPS,Paris,Low,3012.68,9
316855,SKU_1727,Backpack,-33,2023-09-11 20:00:00,93.6,,Netherlands,0.13,Bank Transfer,,Electronics,In-store,Not Returned,FedEx,,Low,-3088.7999999999997,9
166250,SKU_1441,Office Chair,19,2023-09-11 21:00:00,85.71,21805.0,Norway,0.14,paypall,10.86,Accessories,Online,Not Returned,DHL,Rome,Low,1628.4899999999998,9
532038,SKU_1106,Wall Clock,20,2023-09-11 22:00:00,15.72,28760.0,Germany,0.46,Bank Transfer,17.87,Stationery,Online,Returned,DHL,Berlin,Medium,314.40000000000003,9
290496,SKU_1312,Desk Lamp,10,2023-09-11 23:00:00,81.59,77283.0,Netherlands,0.26,paypall,6.82,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High,815.9000000000001,9
690633,SKU_1183,Wireless Mouse,37,2023-09-12 00:00:00,66.92,78293.0,Belgium,0.49,paypall,17.73,Stationery,Online,Not Returned,DHL,London,Medium,2476.04,9
283950,SKU_1129,Wall Clock,1,2023-09-12 01:00:00,24.57,40708.0,Sweden,0.42,Credit Card,22.75,Furniture,Online,Not Returned,DHL,London,High,24.57,9
588896,SKU_1498,Desk Lamp,30,2023-09-12 02:00:00,79.97,66861.0,Norway,0.01,Bank Transfer,12.25,Electronics,In-store,Returned,FedEx,Paris,Low,2399.1,9
342591,SKU_1635,Wireless Mouse,32,2023-09-12 03:00:00,34.56,88258.0,Australia,0.04,Credit Card,17.56,Apparel,In-store,Not Returned,DHL,Berlin,Medium,1105.92,9
185898,SKU_1417,USB Cable,7,2023-09-12 04:00:00,5.08,24599.0,Belgium,0.02,paypall,15.6,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low,35.56,9
862717,SKU_1048,Blue Pen,15,2023-09-12 05:00:00,11.63,33479.0,Australia,0.15,Credit Card,7.69,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium,174.45000000000002,9
525618,SKU_1319,Office Chair,22,2023-09-12 06:00:00,30.67,82987.0,Italy,0.09,paypall,19.37,Electronics,In-store,Not Returned,UPS,Berlin,Low,674.74,9
190034,SKU_1252,Headphones,48,2023-09-12 07:00:00,34.42,62689.0,United States,0.4,Bank Transfer,10.62,Electronics,In-store,Not Returned,Royal Mail,London,High,1652.16,9
718211,SKU_1854,Wireless Mouse,11,2023-09-12 08:00:00,63.69,22833.0,Portugal,0.35,Bank Transfer,11.28,Stationery,Online,Not Returned,Royal Mail,London,Low,700.5899999999999,9
634561,SKU_1391,USB Cable,5,2023-09-12 09:00:00,59.19,25868.0,Netherlands,0.18,paypall,24.49,Apparel,Online,Not Returned,DHL,Amsterdam,Medium,295.95,9
518246,SKU_1068,T-shirt,2,2023-09-12 10:00:00,88.57,66036.0,United States,0.36,Credit Card,8.91,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium,177.14,9
676748,SKU_1441,Wall Clock,36,2023-09-12 11:00:00,41.1,39500.0,Spain,0.48,Credit Card,13.07,Apparel,In-store,Not Returned,FedEx,Berlin,Medium,1479.6000000000001,9
472947,SKU_1476,Office Chair,31,2023-09-12 12:00:00,58.3,52336.0,Spain,0.43,Bank Transfer,29.66,Electronics,Online,Not Returned,UPS,Rome,Medium,1807.3,9
886228,SKU_1938,USB Cable,14,2023-09-12 13:00:00,76.46,67990.0,United Kingdom,0.32,paypall,6.62,Furniture,Online,Not Returned,UPS,London,High,1070.4399999999998,9
176939,SKU_1829,Headphones,41,2023-09-12 14:00:00,90.2,66067.0,Italy,0.41,Bank Transfer,15.45,Apparel,Online,Not Returned,Royal Mail,Paris,Low,3698.2000000000003,9
573789,SKU_1376,T-shirt,42,2023-09-12 15:00:00,28.77,71380.0,Germany,0.29,paypall,26.04,Stationery,In-store,Not Returned,FedEx,Paris,High,1208.34,9
250111,SKU_1563,Notebook,47,2023-09-12 16:00:00,95.83,,France,0.48,Credit Card,11.38,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High,4504.01,9
114017,SKU_1544,Wall Clock,36,2023-09-12 17:00:00,73.4,,United Kingdom,0.04,Bank Transfer,23.8,Stationery,In-store,Not Returned,DHL,,Low,2642.4,9
182901,SKU_1531,Backpack,9,2023-09-12 18:00:00,59.1,66512.0,Norway,0.1,Bank Transfer,9.77,Furniture,In-store,Not Returned,UPS,Paris,High,531.9,9
737288,SKU_1975,Wireless Mouse,13,2023-09-12 19:00:00,50.52,15154.0,Sweden,0.41,Credit Card,8.12,Apparel,In-store,Returned,Royal Mail,Berlin,Medium,656.76,9
925647,SKU_1740,Blue Pen,4,2023-09-12 20:00:00,81.01,,Netherlands,0.27,Credit Card,19.69,Electronics,In-store,Not Returned,DHL,Berlin,Medium,324.04,9
899015,SKU_1186,Headphones,22,2023-09-12 21:00:00,40.79,76607.0,Norway,0.31,paypall,18.27,Stationery,Online,Not Returned,UPS,London,Medium,897.38,9
409169,SKU_1699,Backpack,40,2023-09-12 22:00:00,6.11,75929.0,Italy,0.11,Bank Transfer,15.66,Electronics,Online,Not Returned,FedEx,Rome,High,244.4,9
799614,SKU_1702,Desk Lamp,28,2023-09-12 23:00:00,31.37,60625.0,Norway,0.32,paypall,15.0,Furniture,In-store,Not Returned,FedEx,Paris,Low,878.36,9
157943,SKU_1111,Notebook,-42,2023-09-13 00:00:00,30.67,,France,0.49,Bank Transfer,,Accessories,In-store,Not Returned,DHL,,Low,-1288.14,9
764874,SKU_1183,Backpack,10,2023-09-13 01:00:00,35.34,86258.0,Italy,0.02,Credit Card,26.84,Furniture,Online,Returned,Royal Mail,Paris,High,353.40000000000003,9
269488,SKU_1292,Blue Pen,20,2023-09-13 02:00:00,18.98,28965.0,Germany,0.38,Bank Transfer,20.62,Accessories,Online,Not Returned,Royal Mail,London,Low,379.6,9
625799,SKU_1955,Wall Clock,36,2023-09-13 03:00:00,1.63,71357.0,Sweden,0.49,Credit Card,5.05,Furniture,In-store,Not Returned,UPS,London,High,58.67999999999999,9
182151,SKU_1873,USB Cable,30,2023-09-13 04:00:00,54.85,39902.0,United Kingdom,0.19,Bank Transfer,7.9,Stationery,Online,Not Returned,FedEx,Rome,Medium,1645.5,9
590341,SKU_1360,Wireless Mouse,18,2023-09-13 05:00:00,79.83,47116.0,Portugal,0.3,Bank Transfer,11.26,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,1436.94,9
807254,SKU_1501,Headphones,9,2023-09-13 06:00:00,47.28,83606.0,Portugal,0.0,paypall,9.95,Electronics,In-store,Not Returned,DHL,Amsterdam,High,425.52,9
648513,SKU_1983,Wall Clock,39,2023-09-13 07:00:00,13.83,21844.0,Netherlands,0.12,Credit Card,29.48,Furniture,In-store,Not Returned,FedEx,Rome,High,539.37,9
514062,SKU_1306,Office Chair,33,2023-09-13 08:00:00,1.48,39529.0,France,0.34,Credit Card,13.71,Apparel,In-store,Not Returned,DHL,London,Low,48.839999999999996,9
129152,SKU_1796,Desk Lamp,23,2023-09-13 09:00:00,6.28,,Netherlands,0.43,Bank Transfer,19.35,Electronics,In-store,Not Returned,FedEx,Berlin,Medium,144.44,9
992485,SKU_1738,USB Cable,22,2023-09-13 10:00:00,89.44,80349.0,Germany,0.3,Bank Transfer,7.89,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium,1967.6799999999998,9
166107,SKU_1648,White Mug,29,2023-09-13 11:00:00,71.79,28071.0,Spain,0.16,paypall,7.68,Electronics,In-store,Not Returned,FedEx,Berlin,Low,2081.9100000000003,9
748675,SKU_1085,Wall Clock,1,2023-09-13 12:00:00,16.76,49829.0,Italy,0.13,Bank Transfer,5.49,Apparel,Online,Not Returned,FedEx,Paris,Low,16.76,9
781548,SKU_1979,Blue Pen,22,2023-09-13 13:00:00,30.7,,Norway,0.44,Credit Card,22.07,Electronics,Online,Not Returned,UPS,Amsterdam,Low,675.4,9
423054,SKU_1295,Backpack,25,2023-09-13 14:00:00,63.32,49860.0,Italy,0.06,Credit Card,6.29,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium,1583.0,9
341608,SKU_1451,White Mug,14,2023-09-13 15:00:00,23.1,22042.0,United States,0.37,paypall,18.0,Accessories,Online,Not Returned,UPS,Berlin,Medium,323.40000000000003,9
142530,SKU_1170,Blue Pen,4,2023-09-13 16:00:00,17.4,80849.0,Netherlands,0.34,Credit Card,23.83,Electronics,In-store,Not Returned,UPS,Rome,Low,69.6,9
440897,SKU_1355,Desk Lamp,40,2023-09-13 17:00:00,42.95,47638.0,Netherlands,0.29,Bank Transfer,14.91,Apparel,In-store,Not Returned,DHL,Amsterdam,Low,1718.0,9
141999,SKU_1459,Wall Clock,7,2023-09-13 18:00:00,98.71,80942.0,Netherlands,0.46,Credit Card,19.9,Apparel,In-store,Not Returned,Royal Mail,Berlin,Medium,690.9699999999999,9
106609,SKU_1278,USB Cable,29,2023-09-13 19:00:00,34.12,41845.0,Portugal,0.13,Credit Card,10.35,Apparel,In-store,Not Returned,Royal Mail,Amsterdam,High,989.4799999999999,9
814129,SKU_1870,USB Cable,20,2023-09-13 20:00:00,39.66,65826.0,United States,0.08,Credit Card,11.76,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low,793.1999999999999,9
802757,SKU_1251,Notebook,48,2023-09-13 21:00:00,11.04,61690.0,Italy,0.47,paypall,25.16,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,529.92,9
603793,SKU_1007,T-shirt,8,2023-09-13 22:00:00,49.17,,Netherlands,0.5,paypall,19.08,Stationery,Online,Not Returned,FedEx,Amsterdam,Low,393.36,9
411466,SKU_1585,Wall Clock,9,2023-09-13 23:00:00,76.09,12700.0,France,0.41,Credit Card,22.71,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High,684.8100000000001,9
891583,SKU_1319,Desk Lamp,38,2023-09-14 00:00:00,46.68,54255.0,France,0.2,Credit Card,26.31,Apparel,In-store,Not Returned,UPS,Berlin,High,1773.84,9
630694,SKU_1150,Notebook,6,2023-09-14 01:00:00,93.93,48480.0,Sweden,0.4,paypall,18.43,Apparel,Online,Not Returned,DHL,Rome,Low,563.58,9
424822,SKU_1604,Desk Lamp,33,2023-09-14 02:00:00,71.76,17853.0,France,0.43,paypall,6.31,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,2368.0800000000004,9
671350,SKU_1375,Notebook,31,2023-09-14 03:00:00,48.59,64486.0,United States,0.24,paypall,29.17,Apparel,Online,Not Returned,FedEx,Paris,High,1506.2900000000002,9
835789,SKU_1364,USB Cable,6,2023-09-14 04:00:00,38.88,45304.0,Australia,0.45,paypall,7.1,Electronics,In-store,Not Returned,Royal Mail,Berlin,High,233.28000000000003,9
788316,SKU_1607,White Mug,23,2023-09-14 05:00:00,69.03,46695.0,Spain,0.3,paypall,6.12,Accessories,Online,Not Returned,FedEx,Rome,High,1587.69,9
735665,SKU_1439,Headphones,36,2023-09-14 06:00:00,6.39,,Sweden,0.14,paypall,26.42,Furniture,Online,Not Returned,Royal Mail,,Low,230.04,9
415974,SKU_1141,T-shirt,47,2023-09-14 07:00:00,94.82,94990.0,United Kingdom,0.42,Bank Transfer,9.64,Apparel,Online,Not Returned,UPS,Paris,Low,4456.54,9
303753,SKU_1591,Backpack,20,2023-09-14 08:00:00,60.97,,France,0.11,Bank Transfer,26.94,Apparel,Online,Not Returned,DHL,London,Low,1219.4,9
859591,SKU_1870,T-shirt,23,2023-09-14 09:00:00,71.11,66147.0,United States,0.26,paypall,18.27,Electronics,Online,Not Returned,DHL,Paris,Low,1635.53,9
329975,SKU_1751,USB Cable,15,2023-09-14 10:00:00,94.37,62756.0,United Kingdom,0.09,paypall,24.45,Electronics,In-store,Not Returned,Royal Mail,Paris,High,1415.5500000000002,9
637421,SKU_1784,Headphones,33,2023-09-14 11:00:00,76.77,51580.0,Germany,0.4,paypall,29.39,Electronics,Online,Not Returned,UPS,Rome,Low,2533.41,9
374353,SKU_1019,Notebook,-39,2023-09-14 12:00:00,-3.49,,Spain,0.4,Bank Transfer,,Accessories,In-store,Returned,UPS,,Low,136.11,9
471972,SKU_1882,Blue Pen,33,2023-09-14 13:00:00,42.86,23044.0,Netherlands,0.5,paypall,25.56,Apparel,In-store,Not Returned,DHL,Amsterdam,High,1414.3799999999999,9
867981,SKU_1011,USB Cable,36,2023-09-14 14:00:00,13.76,45755.0,Germany,0.5,paypall,11.58,Apparel,In-store,Not Returned,FedEx,Paris,High,495.36,9
351061,SKU_1968,Notebook,17,2023-09-14 15:00:00,33.79,14773.0,Norway,0.46,Bank Transfer,19.72,Accessories,Online,Not Returned,FedEx,London,Medium,574.43,9
349336,SKU_1635,Headphones,5,2023-09-14 16:00:00,93.4,63865.0,France,0.43,paypall,5.84,Furniture,Online,Not Returned,DHL,Amsterdam,Medium,467.0,9
323573,SKU_1121,Notebook,45,2023-09-14 17:00:00,32.62,80879.0,Portugal,0.11,paypall,12.22,Accessories,In-store,Not Returned,FedEx,Paris,Medium,1467.8999999999999,9
436825,SKU_1839,Wall Clock,46,2023-09-14 18:00:00,16.13,76593.0,Portugal,0.47,Bank Transfer,11.65,Accessories,In-store,Not Returned,UPS,Berlin,Low,741.9799999999999,9
868021,SKU_1424,Backpack,4,2023-09-14 19:00:00,95.58,16692.0,Norway,0.09,paypall,14.78,Apparel,In-store,Not Returned,FedEx,Berlin,High,382.32,9
940777,SKU_1228,Backpack,9,2023-09-14 20:00:00,23.12,28965.0,Germany,0.08,Credit Card,9.2,Furniture,Online,Returned,Royal Mail,Rome,Medium,208.08,9
929017,SKU_1596,White Mug,27,2023-09-14 21:00:00,56.43,60714.0,Netherlands,0.26,Bank Transfer,26.67,Stationery,Online,Not Returned,DHL,Berlin,Medium,1523.61,9
921070,SKU_1927,Headphones,36,2023-09-14 22:00:00,19.2,63824.0,France,0.12,paypall,13.84,Stationery,Online,Not Returned,UPS,Rome,Low,691.1999999999999,9
644933,SKU_1932,Backpack,2,2023-09-14 23:00:00,74.95,53130.0,Portugal,0.05,paypall,7.31,Furniture,Online,Not Returned,DHL,London,Low,149.9,9
904840,SKU_1877,Office Chair,11,2023-09-15 00:00:00,34.99,16565.0,Spain,0.13,paypall,25.37,Apparel,Online,Not Returned,DHL,Rome,Low,384.89000000000004,9
112521,SKU_1785,Backpack,24,2023-09-15 01:00:00,57.29,73197.0,Belgium,0.03,Bank Transfer,27.8,Stationery,In-store,Not Returned,DHL,Rome,Low,1374.96,9
973846,SKU_1028,Wall Clock,29,2023-09-15 02:00:00,62.25,88144.0,Belgium,0.18,Bank Transfer,20.39,Apparel,Online,Not Returned,DHL,Paris,Medium,1805.25,9
485664,SKU_1134,Wireless Mouse,15,2023-09-15 03:00:00,23.85,15421.0,Portugal,0.43,Credit Card,14.25,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low,357.75,9
924653,SKU_1551,Backpack,39,2023-09-15 04:00:00,52.4,38396.0,Spain,0.44,Credit Card,23.29,Apparel,Online,Not Returned,Royal Mail,Amsterdam,Low,2043.6,9
200131,SKU_1100,Notebook,3,2023-09-15 05:00:00,73.13,,Italy,0.17,Credit Card,5.09,Stationery,In-store,Returned,FedEx,Amsterdam,High,219.39,9
776446,SKU_1375,Blue Pen,18,2023-09-15 06:00:00,62.12,75066.0,Portugal,0.21,paypall,11.32,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low,1118.1599999999999,9
379067,SKU_1645,White Mug,45,2023-09-15 07:00:00,41.13,39490.0,United Kingdom,0.09,Bank Transfer,19.25,Furniture,In-store,Not Returned,Royal Mail,Rome,High,1850.8500000000001,9
706049,SKU_1915,Backpack,-30,2023-09-15 08:00:00,14.16,,Sweden,0.22,paypall,,Electronics,In-store,Not Returned,UPS,,Medium,-424.8,9
893634,SKU_1310,Headphones,21,2023-09-15 09:00:00,94.96,61546.0,United Kingdom,0.42,paypall,9.25,Apparel,In-store,Not Returned,FedEx,Paris,Medium,1994.1599999999999,9
457819,SKU_1439,Wireless Mouse,44,2023-09-15 10:00:00,89.72,63112.0,Germany,0.23,paypall,24.8,Stationery,Online,Not Returned,DHL,London,Medium,3947.68,9
585693,SKU_1840,USB Cable,34,2023-09-15 11:00:00,71.73,31241.0,Germany,0.29,Credit Card,6.5,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium,2438.82,9
792566,SKU_1692,Notebook,42,2023-09-15 12:00:00,76.6,15447.0,Netherlands,0.25,Bank Transfer,27.98,Accessories,In-store,Not Returned,UPS,Paris,Low,3217.2,9
210443,SKU_1456,Wireless Mouse,3,2023-09-15 13:00:00,88.29,44805.0,Germany,0.23,Bank Transfer,8.57,Furniture,Online,Not Returned,FedEx,Paris,Low,264.87,9
635506,SKU_1199,Desk Lamp,8,2023-09-15 14:00:00,66.71,52484.0,Italy,0.44,paypall,5.08,Electronics,In-store,Returned,UPS,London,Medium,533.68,9
407836,SKU_1720,USB Cable,-29,2023-09-15 15:00:00,-67.98,,Australia,1.5547290146427573,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,High,1971.42,9
283761,SKU_1599,Desk Lamp,3,2023-09-15 16:00:00,21.26,57812.0,Australia,0.42,Bank Transfer,29.53,Furniture,Online,Returned,Royal Mail,Amsterdam,High,63.78,9
721436,SKU_1999,T-shirt,40,2023-09-15 17:00:00,69.46,,Belgium,0.23,Credit Card,18.6,Furniture,In-store,Not Returned,FedEx,Rome,High,2778.3999999999996,9
368860,SKU_1124,Desk Lamp,13,2023-09-15 18:00:00,83.36,39424.0,Italy,0.23,Bank Transfer,26.37,Furniture,In-store,Not Returned,Royal Mail,Paris,High,1083.68,9
880736,SKU_1470,Desk Lamp,16,2023-09-15 19:00:00,93.08,73188.0,Australia,0.21,Credit Card,15.98,Electronics,In-store,Not Returned,DHL,Paris,Low,1489.28,9
378232,SKU_1928,Desk Lamp,43,2023-09-15 20:00:00,61.45,16215.0,Spain,0.46,Credit Card,29.52,Furniture,Online,Not Returned,UPS,Amsterdam,Medium,2642.35,9
655289,SKU_1021,Wall Clock,30,2023-09-15 21:00:00,77.77,90883.0,United States,0.33,paypall,11.13,Accessories,Online,Not Returned,Royal Mail,Rome,High,2333.1,9
598338,SKU_1049,Wall Clock,48,2023-09-15 22:00:00,37.6,38278.0,Italy,0.01,paypall,28.31,Furniture,Online,Not Returned,DHL,Amsterdam,Low,1804.8000000000002,9
515800,SKU_1750,Backpack,9,2023-09-15 23:00:00,72.43,17571.0,Sweden,0.41,Bank Transfer,5.25,Electronics,In-store,Not Returned,FedEx,Rome,High,651.8700000000001,9
493166,SKU_1725,Blue Pen,45,2023-09-16 00:00:00,79.85,60484.0,Australia,0.0,Bank Transfer,24.96,Stationery,In-store,Not Returned,FedEx,London,Medium,3593.2499999999995,9
890718,SKU_1794,Blue Pen,22,2023-09-16 01:00:00,35.08,96185.0,Spain,0.21,paypall,8.73,Furniture,Online,Not Returned,UPS,Berlin,Low,771.76,9
235811,SKU_1559,Wireless Mouse,29,2023-09-16 02:00:00,11.33,50106.0,France,0.13,Credit Card,9.48,Apparel,Online,Not Returned,UPS,Berlin,Medium,328.57,9
130158,SKU_1065,Notebook,13,2023-09-16 03:00:00,29.94,64205.0,Portugal,0.18,Bank Transfer,8.19,Accessories,In-store,Returned,Royal Mail,Paris,High,389.22,9
986825,SKU_1990,Wall Clock,4,2023-09-16 04:00:00,79.36,98321.0,Germany,0.42,paypall,7.6,Accessories,In-store,Not Returned,Royal Mail,Rome,High,317.44,9
